ISIN	CO2	CO2	ESG Score 2015	ESG Score 2016	ESG Score 2017	ESG Score 2018	ESG Score 2019	ESG Score 2020	ESG Score 2021	Green Bond Flag	ISO 14000 or EMS Certified	EMS Certified Percent													
XS1613140489	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
XS1084563615	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0934389221	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0934539726	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0760139773	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1195056079	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1371715118	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1622363858	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1077584024	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1199964575	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1565699763	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0010951806	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0011347608	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1110299036	0,231816264	0,359547252	30,53540725	18,86990371	25,7317221	37,87797662	42,96499201	34,56573302	34,56573302	N	No	NULL													
XS1370701549	0,231816264	0,359547252	30,53540725	18,86990371	25,7317221	37,87797662	42,96499201	34,56573302	34,56573302	N	No	NULL													
XS1520733301	0,231816264	0,359547252	30,53540725	18,86990371	25,7317221	37,87797662	42,96499201	34,56573302	34,56573302	N	No	NULL													
XS1622193750	0,231816264	0,359547252	30,53540725	18,86990371	25,7317221	37,87797662	42,96499201	34,56573302	34,56573302	N	No	NULL													
FR0011355791	25,77511935	22,04440694	86,56042332	83,26005436	86,14927815	85,13471038	89,63156876	88,50669737	88,50669737	N	ISO 14000	57,534													
FR0011560333	25,77511935	22,04440694	86,56042332	83,26005436	86,14927815	85,13471038	89,63156876	88,50669737	88,50669737	N	ISO 14000	57,534													
FR0011625433	25,77511935	22,04440694	86,56042332	83,26005436	86,14927815	85,13471038	89,63156876	88,50669737	88,50669737	N	ISO 14000	57,534													
FR0012146777	25,77511935	22,04440694	86,56042332	83,26005436	86,14927815	85,13471038	89,63156876	88,50669737	88,50669737	N	ISO 14000	57,534													
FR0012146801	25,77511935	22,04440694	86,56042332	83,26005436	86,14927815	85,13471038	89,63156876	88,50669737	88,50669737	N	ISO 14000	57,534													
XS0456451771	25,77511935	22,04440694	86,56042332	83,26005436	86,14927815	85,13471038	89,63156876	88,50669737	88,50669737	N	ISO 14000	57,534													
XS1363071009	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0995382446	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0428147093	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1048521733	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1048529041	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1135276332	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1135277140	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1292468045	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1292468987	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1292484323	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1411401083	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1411405662	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1476654238	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1476654584	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A1G85B4	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A1UDWM7	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A1UDWN5	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0369461644	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0806449814	419,7563926	461,595366	80,12981321	81,00330984	78,67211417	81,90577499	83,7524536	89,89958995	84,46993023	N	ISO 14000	100													
XS0829183614	419,7563926	461,595366	80,12981321	81,00330984	78,67211417	81,90577499	83,7524536	89,89958995	84,46993023	N	ISO 14000	100													
XS0829190585	419,7563926	461,595366	80,12981321	81,00330984	78,67211417	81,90577499	83,7524536	89,89958995	84,46993023	N	ISO 14000	100													
XS0853682069	419,7563926	461,595366	80,12981321	81,00330984	78,67211417	81,90577499	83,7524536	89,89958995	84,46993023	N	ISO 14000	100													
XS0914294979	419,7563926	461,595366	80,12981321	81,00330984	78,67211417	81,90577499	83,7524536	89,89958995	84,46993023	N	ISO 14000	100													
XS1019326641	419,7563926	461,595366	80,12981321	81,00330984	78,67211417	81,90577499	83,7524536	89,89958995	84,46993023	N	ISO 14000	100													
XS1061410962	419,7563926	461,595366	80,12981321	81,00330984	78,67211417	81,90577499	83,7524536	89,89958995	84,46993023	N	ISO 14000	100													
XS1126183760	419,7563926	461,595366	80,12981321	81,00330984	78,67211417	81,90577499	83,7524536	89,89958995	84,46993023	N	ISO 14000	100													
XS1318709497	419,7563926	461,595366	80,12981321	81,00330984	78,67211417	81,90577499	83,7524536	89,89958995	84,46993023	N	ISO 14000	100													
XS1505573482	419,7563926	461,595366	80,12981321	81,00330984	78,67211417	81,90577499	83,7524536	89,89958995	84,46993023	N	ISO 14000	100													
XS1508588875	419,7563926	461,595366	80,12981321	81,00330984	78,67211417	81,90577499	83,7524536	89,89958995	84,46993023	N	ISO 14000	100													
XS1555402145	419,7563926	461,595366	80,12981321	81,00330984	78,67211417	81,90577499	83,7524536	89,89958995	84,46993023	N	ISO 14000	100													
FR0010199927	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0368361217	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0410937659	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0488101527	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
BE0374557404	974,8282851	960,6318145	76,64940082	79,11926089	0	0	59,15099961	75,23634928	77,25109721	N	ISO 14000	30,137													
XS0953958641	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1185941850	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1077088984	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1524573752	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0010745976	376,0435522	468,8586809	62,59648985	57,50193295	61,60796355	59,1676072	61,84521167	72,26050786	72,58636313	N	ISO 14000	95,3													
FR0010780528	376,0435522	468,8586809	62,59648985	57,50193295	61,60796355	59,1676072	61,84521167	72,26050786	72,58636313	N	ISO 14000	95,3													
FR0013173432	376,0435522	468,8586809	62,59648985	57,50193295	61,60796355	59,1676072	61,84521167	72,26050786	72,58636313	N	ISO 14000	95,3													
DE000TLX2003	0	1,612770761	NULL	0	0	0	0	0	45,31864922	N	Both	NULL													
DE000TLX2102	0	1,612770761	NULL	0	0	0	0	0	45,31864922	N	Both	NULL													
XS0184373925	28,61204728	35,40936214	76,27436386	67,97982049	78,93453065	75,49245089	87,35512207	86,00495174	84,60535585	N	ISO 14000	NULL													
XS0486101024	28,61204728	35,40936214	76,27436386	67,97982049	78,93453065	75,49245089	87,35512207	86,00495174	84,60535585	N	ISO 14000	NULL													
XS0630463965	28,61204728	35,40936214	76,27436386	67,97982049	78,93453065	75,49245089	87,35512207	86,00495174	84,60535585	N	ISO 14000	NULL													
XS0794393396	28,61204728	35,40936214	76,27436386	67,97982049	78,93453065	75,49245089	87,35512207	86,00495174	84,60535585	N	ISO 14000	NULL													
XS1020952435	28,61204728	35,40936214	76,27436386	67,97982049	78,93453065	75,49245089	87,35512207	86,00495174	84,60535585	N	ISO 14000	NULL													
XS1169832810	28,61204728	35,40936214	76,27436386	67,97982049	78,93453065	75,49245089	87,35512207	86,00495174	84,60535585	N	ISO 14000	NULL													
XS1347748607	28,61204728	35,40936214	76,27436386	67,97982049	78,93453065	75,49245089	87,35512207	86,00495174	84,60535585	N	ISO 14000	NULL													
XS1419869885	28,61204728	35,40936214	76,27436386	67,97982049	78,93453065	75,49245089	87,35512207	86,00495174	84,60535585	N	ISO 14000	NULL													
XS1497606365	28,61204728	35,40936214	76,27436386	67,97982049	78,93453065	75,49245089	87,35512207	86,00495174	84,60535585	N	ISO 14000	NULL													
XS1551678409	28,61204728	35,40936214	76,27436386	67,97982049	78,93453065	75,49245089	87,35512207	86,00495174	84,60535585	N	ISO 14000	NULL													
XS0462999573	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0540187894	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0746276335	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0842214818	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0874864860	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0907289978	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0934042549	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1069430368	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1120892507	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1290729208	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1394764689	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1394777665	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1505554698	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1505554771	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1550951138	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1550951211	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1555704078	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0162869076	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0767278301	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0950055359	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0999667263	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1405762805	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0485616758	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0593606121	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0593606550	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0988014212	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1241581096	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
XS1241581179	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
XS1432384409	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
XS1432384664	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
XS1505568136	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
XS0740810881	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1043513529	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1183235644	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1514470316	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0203712939	0	52,1111355	NULL	0	0	0	0	0	73,26102829	N	ISO 14000	100													
XS0436320278	0	52,1111355	NULL	0	0	0	0	0	73,26102829	N	ISO 14000	100													
XS0605214336	0	52,1111355	NULL	0	0	0	0	0	73,26102829	N	ISO 14000	100													
XS0843310748	0	52,1111355	NULL	0	0	0	0	0	73,26102829	N	ISO 14000	100													
XS1178105851	0	52,1111355	NULL	0	0	0	0	0	73,26102829	N	ISO 14000	100													
XS1503131713	0	52,1111355	NULL	0	0	0	0	0	73,26102829	N	ISO 14000	100													
XS0418669429	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0541787783	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0554819465	44,9483148	49,61360177	91,99275369	0	0	85,91425585	89,47055176	0	91,17161031	N	ISO 14000	NULL													
XS0761713865	44,9483148	49,61360177	91,99275369	0	0	85,91425585	89,47055176	0	91,17161031	N	ISO 14000	NULL													
XS0811116853	44,9483148	49,61360177	91,99275369	0	0	85,91425585	89,47055176	0	91,17161031	N	ISO 14000	NULL													
XS0978619194	44,9483148	49,61360177	91,99275369	0	0	85,91425585	89,47055176	0	91,17161031	N	ISO 14000	NULL													
XS1038708522	44,9483148	49,61360177	91,99275369	0	0	85,91425585	89,47055176	0	91,17161031	Y	ISO 14000	NULL													
XS1074055770	44,9483148	49,61360177	91,99275369	0	0	85,91425585	89,47055176	0	91,17161031	N	ISO 14000	NULL													
XS1121177338	44,9483148	49,61360177	91,99275369	0	0	85,91425585	89,47055176	0	91,17161031	N	ISO 14000	NULL													
XS1218363270	44,9483148	49,61360177	91,99275369	0	0	85,91425585	89,47055176	0	91,17161031	N	ISO 14000	NULL													
XS1376614118	44,9483148	49,61360177	91,99275369	0	0	85,91425585	89,47055176	0	91,17161031	N	ISO 14000	NULL													
XS1401196958	44,9483148	49,61360177	91,99275369	0	0	85,91425585	89,47055176	0	91,17161031	N	ISO 14000	NULL													
XS1401197253	44,9483148	49,61360177	91,99275369	0	0	85,91425585	89,47055176	0	91,17161031	N	ISO 14000	NULL													
XS1523192588	44,9483148	49,61360177	91,99275369	0	0	85,91425585	89,47055176	0	91,17161031	N	ISO 14000	NULL													
XS1569845404	44,9483148	49,61360177	91,99275369	0	0	85,91425585	89,47055176	0	91,17161031	N	ISO 14000	NULL													
XS1619568303	44,9483148	49,61360177	91,99275369	0	0	85,91425585	89,47055176	0	91,17161031	N	ISO 14000	NULL													
XS1619568998	44,9483148	49,61360177	91,99275369	0	0	85,91425585	89,47055176	0	91,17161031	N	ISO 14000	NULL													
XS0957258212	31,57860287	17,7936927	83,97005025	85,09791656	84,17165376	88,38074236	91,18798191	92,27994666	92,27994666	N	ISO 14000	NULL													
XS1178970106	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1241577490	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1403010512	31,57860287	17,7936927	83,97005025	85,09791656	84,17165376	88,38074236	91,18798191	92,27994666	92,27994666	N	ISO 14000	NULL													
XS1403014936	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1403015156	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1566100977	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1566101603	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1529854280	0	652,4563037	NULL	0	49,90517571	64,11151258	64,4893305	63,44301571	63,44301571	N	ISO 14000	100													
XS1032164607	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1145750037	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1269854870	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0011689033	0	52,27694396	NULL	0	73,87380253	77,74886464	0	0	80,57009274	N	ISO 14000	87													
FR0013139482	0	52,27694396	NULL	0	73,87380253	77,74886464	0	0	80,57009274	N	ISO 14000	87													
FR0013230943	0	52,27694396	NULL	0	73,87380253	77,74886464	0	0	80,57009274	N	ISO 14000	87													
FR0010033381	1201,226063	1033,51432	73,09193876	79,73989681	80,57203343	79,67569263	79,8237317	83,27729645	83,27729645	N	Both	68													
XS0439828269	649,5550589	268,0739614	64,12439007	69,56993153	71,62902245	68,66356493	68,47422802	76,17943161	74,01702101	N	Both	100													
XS1140300663	649,5550589	268,0739614	64,12439007	69,56993153	71,62902245	68,66356493	68,47422802	76,17943161	74,01702101	Y	Both	100													
XS0942081570	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0942082115	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0951155869	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0010830034	7,147186109	2,771683757	80,15441864	82,92021947	87,39115637	84,13936804	82,74135065	85,67136433	85,67136433	N	EMS	NULL													
XS0168881760	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0731681556	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0873793375	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0909788290	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1167644407	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1167667283	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1586555515	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1586555606	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1586555861	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1586555945	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A1HRVD5	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A1ZLUN1	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A1ZY971	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A1ZY989	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A18V138	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A18V146	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A19B8D4	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A19B8E2	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A182VS4	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A182VT2	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A189ZX0	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0011036979	0	0	NULL	0	0	73,0551784	75,56979827	74,93948483	80,47909135	N	ISO 14000	76													
FR0013005196	0	0	NULL	0	0	73,0551784	75,56979827	74,93948483	80,47909135	N	ISO 14000	76													
FR0013213709	0	0	NULL	0	0	73,0551784	75,56979827	74,93948483	80,47909135	N	ISO 14000	76													
XS1514149159	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0907301260	7,815016233	6,190653402	67,37519838	66,95507536	67,11413562	69,23925176	71,72052914	70,65945741	70,65945741	N	No	NULL													
XS1067329570	7,815016233	6,190653402	67,37519838	66,95507536	67,11413562	69,23925176	71,72052914	70,65945741	70,65945741	N	No	NULL													
XS1575992596	7,815016233	6,190653402	67,37519838	66,95507536	67,11413562	69,23925176	71,72052914	70,65945741	70,65945741	N	No	NULL													
XS1533928971	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1112013666	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A1HJ483	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0625977987	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1234248919	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0979598207	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0979598462	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1628004779	0	158,3841461	NULL	0	0	0	0	44,07873827	44,07873827	N	No	NULL													
FR0010096941	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1632897762	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
XS1632897929	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
BE6248644013	136,5898831	102,4288635	53,04806226	0	53,1800823	52,86760278	57,16955118	56,62064214	58,69943763	N	No	NULL													
BE6276039425	136,5898831	102,4288635	53,04806226	0	53,1800823	52,86760278	57,16955118	56,62064214	58,69943763	N	No	NULL													
BE6276040431	136,5898831	102,4288635	53,04806226	0	53,1800823	52,86760278	57,16955118	56,62064214	58,69943763	N	No	NULL													
BE6285451454	136,5898831	102,4288635	53,04806226	0	53,1800823	52,86760278	57,16955118	56,62064214	58,69943763	N	No	NULL													
BE6285452460	136,5898831	102,4288635	53,04806226	0	53,1800823	52,86760278	57,16955118	56,62064214	58,69943763	N	No	NULL													
BE6285454482	136,5898831	102,4288635	53,04806226	0	53,1800823	52,86760278	57,16955118	56,62064214	58,69943763	N	No	NULL													
BE6285455497	136,5898831	102,4288635	53,04806226	0	53,1800823	52,86760278	57,16955118	56,62064214	58,69943763	N	No	NULL													
BE6285457519	136,5898831	102,4288635	53,04806226	0	53,1800823	52,86760278	57,16955118	56,62064214	58,69943763	N	No	NULL													
IT0004869985	35,45716609	25,17350633	62,34890112	65,94290157	76,94597186	0	77,41000681	0	83,20851168	N	ISO 14000	61													
IT0005108490	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0013264405	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0013264421	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0013264439	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
BE0002269380	252,8415022	153,518689	64,83385215	68,95259259	74,14060244	71,85955067	76,46934554	79,95070962	79,95070962	Y	ISO 14000	100													
XS1637093508	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A2GSCW3	20,6948105	15,21323746	94,6818968	90,64936841	92,84910709	0	92,01234044	0	93,07283114	N	Both	98													
DE000A2GSCX1	20,6948105	15,21323746	94,6818968	90,64936841	92,84910709	0	92,01234044	0	93,07283114	N	Both	98													
DE000A2GSCY9	20,6948105	15,21323746	94,6818968	90,64936841	92,84910709	0	92,01234044	0	93,07283114	N	Both	98													
BE0002178441	92,91403547	85,28481329	54,19269498	62,47163986	62,47163986	62,47163986	62,47163986	62,47163986	62,47163986	N	No	NULL													
BE0002420926	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
BE0002443183	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
BE0002470459	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0010800540	802,237427	417,6550534	65,84633437	0	0	71,9687432	72,96525294	71,12538714	70,71631698	N	Both	99,7													
FR0010891317	802,237427	417,6550534	65,84633437	0	0	71,9687432	72,96525294	71,12538714	70,71631698	N	Both	99,7													
FR0010961540	802,237427	417,6550534	65,84633437	0	0	71,9687432	72,96525294	71,12538714	70,71631698	N	Both	99,7													
FR0010961581	802,237427	417,6550534	65,84633437	0	0	71,9687432	72,96525294	71,12538714	70,71631698	N	Both	99,7													
FR0011182641	802,237427	417,6550534	65,84633437	0	0	71,9687432	72,96525294	71,12538714	70,71631698	N	Both	99,7													
FR0011225143	802,237427	417,6550534	65,84633437	0	0	71,9687432	72,96525294	71,12538714	70,71631698	N	Both	99,7													
FR0011318658	802,237427	417,6550534	65,84633437	0	0	71,9687432	72,96525294	71,12538714	70,71631698	N	Both	99,7													
FR0011637586	802,237427	417,6550534	65,84633437	0	0	71,9687432	72,96525294	71,12538714	70,71631698	Y	Both	99,7													
FR0013213295	802,237427	417,6550534	65,84633437	0	0	71,9687432	72,96525294	71,12538714	70,71631698	Y	Both	99,7													
FR0013213303	802,237427	417,6550534	65,84633437	0	0	71,9687432	72,96525294	71,12538714	70,71631698	N	Both	99,7													
XS0342783692	802,237427	417,6550534	65,84633437	0	0	71,9687432	72,96525294	71,12538714	70,71631698	N	Both	99,7													
XS0367001228	802,237427	417,6550534	65,84633437	0	0	71,9687432	72,96525294	71,12538714	70,71631698	N	Both	99,7													
XS0409749206	802,237427	417,6550534	65,84633437	0	0	71,9687432	72,96525294	71,12538714	70,71631698	N	Both	99,7													
BE0002239086	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
BE0002276450	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
BE0002466416	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
IT0004794142	1309,014768	868,8153807	86,60220384	88,02421831	88,32103833	89,74222163	90,20317494	88,6109521	88,6109521	N	Both	NULL													
FR0010952739	0	838,7789662	66,71244167	67,55642073	67,60034037	68,41449632	78,37015425	77,36407542	77,36407542	N	Both	64,19													
FR0011147305	0	838,7789662	66,71244167	67,55642073	67,60034037	68,41449632	78,37015425	77,36407542	77,36407542	N	Both	64,19													
FR0011261916	0	838,7789662	66,71244167	67,55642073	67,60034037	68,41449632	78,37015425	77,36407542	77,36407542	N	Both	64,19													
FR0011289222	0	838,7789662	66,71244167	67,55642073	67,60034037	68,41449632	78,37015425	77,36407542	77,36407542	N	Both	64,19													
FR0011911239	0	838,7789662	66,71244167	67,55642073	67,60034037	68,41449632	78,37015425	77,36407542	77,36407542	Y	Both	64,19													
FR0011911247	0	838,7789662	66,71244167	67,55642073	67,60034037	68,41449632	78,37015425	77,36407542	77,36407542	Y	Both	64,19													
FR0012602753	0	838,7789662	66,71244167	67,55642073	67,60034037	68,41449632	78,37015425	77,36407542	77,36407542	N	Both	64,19													
FR0012602761	0	838,7789662	66,71244167	67,55642073	67,60034037	68,41449632	78,37015425	77,36407542	77,36407542	N	Both	64,19													
FR0013245859	0	838,7789662	66,71244167	67,55642073	67,60034037	68,41449632	78,37015425	77,36407542	77,36407542	Y	Both	64,19													
FR0013245867	0	838,7789662	66,71244167	67,55642073	67,60034037	68,41449632	78,37015425	77,36407542	77,36407542	Y	Both	64,19													
FR0013260767	0	838,7789662	66,71244167	67,55642073	67,60034037	68,41449632	78,37015425	77,36407542	77,36407542	N	Both	64,19													
IT0004760655	354,7779133	534,7436507	78,61853034	78,58666789	0	0	84,01110756	0	84,33375368	N	Both	60,7142													
XS0954248729	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1639488771	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0013262698	0	8,476880253	NULL	68,88491348	70,97679078	60,52116502	60,94161849	59,98256984	70,35583737	N	ISO 14000	NULL													
XS1111108673	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1086104681	0	884,9022443	NULL	0	0	0	59,60355773	0	70,85149359	N	ISO 14000	NULL													
DE000A1PGZ82	324,4568788	875,3254649	52,07652216	38,12566103	37,17416432	44,26711937	51,72581734	54,79392259	52,05014507	N	ISO 14000	NULL													
XS0997941199	324,4568788	875,3254649	52,07652216	38,12566103	37,17416432	44,26711937	51,72581734	54,79392259	52,05014507	N	ISO 14000	NULL													
XS0997941355	324,4568788	875,3254649	52,07652216	38,12566103	37,17416432	44,26711937	51,72581734	54,79392259	52,05014507	N	ISO 14000	NULL													
FR0011321405	68,88095386	47,07251658	52,72261555	70,25819947	0	83,2833404	79,25089748	81,80988563	82,18445918	N	ISO 14000	100													
FR0012674661	68,88095386	47,07251658	52,72261555	70,25819947	0	83,2833404	79,25089748	81,80988563	82,18445918	N	ISO 14000	100													
FR0013121753	68,88095386	47,07251658	52,72261555	70,25819947	0	83,2833404	79,25089748	81,80988563	82,18445918	N	ISO 14000	100													
FR0013203825	68,88095386	47,07251658	52,72261555	70,25819947	0	83,2833404	79,25089748	81,80988563	82,18445918	N	ISO 14000	100													
FR0013238045	68,88095386	47,07251658	52,72261555	70,25819947	0	83,2833404	79,25089748	81,80988563	82,18445918	N	ISO 14000	100													
FR0011360478	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0012758985	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0013266830	0	22,61612135	NULL	72,35861783	77,35265319	0	0	0	88,07090266	N	ISO 14000	91													
FR0013266848	0	22,61612135	NULL	72,35861783	77,35265319	0	0	0	88,07090266	N	ISO 14000	91													
FR0012332203	0	32,53866502	NULL	0	0	0	0	0	75,01221013	N	No	NULL													
FR0011560069	29,19909462	27,51244076	70,73339217	72,29231895	67,18825323	72,76222981	74,42938382	82,681987	82,681987	N	ISO 14000	60,8													
FR0011560077	29,19909462	27,51244076	70,73339217	72,29231895	67,18825323	72,76222981	74,42938382	82,681987	82,681987	N	ISO 14000	60,8													
