ISIN	CO2	CO2	ESG Score 2015	ESG Score 2016	ESG Score 2017	ESG Score 2018	ESG Score 2019	ESG Score 2020	ESG Score 2021	Green Bond Flag	ISO 14000 or EMS Certified	EMS Certified Percent													
BE0119550466	0	553,795264	25,89823784	22,41685946	25,22853245	24,2456942	52,07932395	53,87974646	53,87974646	N	ISO 14000	NULL													
XS0836360254	27,80040168	26,11463477	47,92599565	50,92445944	48,77970828	52,96691733	52,28407922	58,52752213	62,528722	N	No	NULL													
XS0973806861	27,80040168	26,11463477	47,92599565	50,92445944	48,77970828	52,96691733	52,28407922	58,52752213	62,528722	N	No	NULL													
XS1578886258	27,80040168	26,11463477	47,92599565	50,92445944	48,77970828	52,96691733	52,28407922	58,52752213	62,528722	N	No	NULL													
XS1052843908	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1177459531	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1203859415	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1403388694	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1508831051	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0207320242	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0399861086	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1074208270	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0177089298	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0452187916	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0647298883	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0695401801	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0827692269	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0842659426	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1176079843	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1425966287	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1550149204	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
XS0170343247	1309,014768	868,8153807	86,60220384	88,02421831	88,32103833	89,74222163	90,20317494	88,6109521	88,6109521	N	Both	NULL													
XS0192503695	1309,014768	868,8153807	86,60220384	88,02421831	88,32103833	89,74222163	90,20317494	88,6109521	88,6109521	N	Both	NULL													
XS0306646042	1309,014768	868,8153807	86,60220384	88,02421831	88,32103833	89,74222163	90,20317494	88,6109521	88,6109521	N	Both	NULL													
XS0213737702	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0737138460	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0854400800	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1307369717	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1396367911	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0010678185	0	838,7789662	66,71244167	67,55642073	67,60034037	68,41449632	78,37015425	77,36407542	77,36407542	N	Both	64,19													
FR0010709451	0	838,7789662	66,71244167	67,55642073	67,60034037	68,41449632	78,37015425	77,36407542	77,36407542	N	Both	64,19													
XS0331141332	354,7779133	534,7436507	78,61853034	78,58666789	0	0	84,01110756	0	84,33375368	N	Both	60,7142													
XS0451457435	354,7779133	534,7436507	78,61853034	78,58666789	0	0	84,01110756	0	84,33375368	N	Both	60,7142													
XS0521000975	354,7779133	534,7436507	78,61853034	78,58666789	0	0	84,01110756	0	84,33375368	N	Both	60,7142													
XS0563739696	354,7779133	534,7436507	78,61853034	78,58666789	0	0	84,01110756	0	84,33375368	N	Both	60,7142													
XS0741137029	354,7779133	534,7436507	78,61853034	78,58666789	0	0	84,01110756	0	84,33375368	N	Both	60,7142													
XS0798555537	354,7779133	534,7436507	78,61853034	78,58666789	0	0	84,01110756	0	84,33375368	N	Both	60,7142													
XS0951565091	354,7779133	534,7436507	78,61853034	78,58666789	0	0	84,01110756	0	84,33375368	N	Both	60,7142													
XS0970852348	354,7779133	534,7436507	78,61853034	78,58666789	0	0	84,01110756	0	84,33375368	N	Both	60,7142													
XS0996354956	354,7779133	534,7436507	78,61853034	78,58666789	0	0	84,01110756	0	84,33375368	N	Both	60,7142													
XS1023703090	354,7779133	534,7436507	78,61853034	78,58666789	0	0	84,01110756	0	84,33375368	N	Both	60,7142													
XS1180451657	354,7779133	534,7436507	78,61853034	78,58666789	0	0	84,01110756	0	84,33375368	N	Both	60,7142													
XS1292988984	354,7779133	534,7436507	78,61853034	78,58666789	0	0	84,01110756	0	84,33375368	N	Both	60,7142													
XS1412593185	354,7779133	534,7436507	78,61853034	78,58666789	0	0	84,01110756	0	84,33375368	N	Both	60,7142													
XS1412711217	354,7779133	534,7436507	78,61853034	78,58666789	0	0	84,01110756	0	84,33375368	N	Both	60,7142													
XS1493322355	354,7779133	534,7436507	78,61853034	78,58666789	0	0	84,01110756	0	84,33375368	N	Both	60,7142													
XS1493328477	354,7779133	534,7436507	78,61853034	78,58666789	0	0	84,01110756	0	84,33375368	N	Both	60,7142													
XS1551068676	354,7779133	534,7436507	78,61853034	78,58666789	0	0	84,01110756	0	84,33375368	N	Both	60,7142													
XS0905658349	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1239586594	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1428782160	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1560853670	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0551935769	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1243251375	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1315101011	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1396285279	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0011339746	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0011660596	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0013184702	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A185QA5	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A185QB3	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A185QC1	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0911405784	386,8405291	373,3479388	75,6979004	83,49712638	86,98094371	87,85519603	87,62902662	86,12506327	82,79841351	N	ISO 14000	97,1													
XS1170787797	386,8405291	373,3479388	75,6979004	83,49712638	86,98094371	87,85519603	87,62902662	86,12506327	82,79841351	N	ISO 14000	97,1													
ES0205032008	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
ES0205032016	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
ES0205032024	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1004118904	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0768448796	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0013170834	0	8,476880253	NULL	68,88491348	70,97679078	60,52116502	60,94161849	59,98256984	70,35583737	Y	ISO 14000	NULL													
XS1554373164	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1554373248	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1554373677	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1554373834	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0436928872	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0458749826	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0479541699	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0479542580	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0627188468	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0741942576	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0829360923	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1590568132	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0875343757	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0914400246	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0981438582	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1041934800	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1170307414	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1396767854	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1401303976	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1551446880	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1529684695	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1117297942	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0000475758	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0974877150	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1051003538	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1110430193	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1202846819	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1489184900	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1387174375	3604,307649	3680,620336	77,63434833	79,44784313	80,71088457	79,77602656	80,43719275	78,62294017	78,62294017	N	ISO 14000	94													
XS1425274484	3604,307649	3680,620336	77,63434833	79,44784313	80,71088457	79,77602656	80,43719275	78,62294017	78,62294017	N	ISO 14000	94													
XS1529515584	3604,307649	3680,620336	77,63434833	79,44784313	80,71088457	79,77602656	80,43719275	78,62294017	78,62294017	N	ISO 14000	94													
DE000A0TKUU3	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0458685913	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0478803355	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0985874543	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1002933072	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1044496203	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1549372420	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1589806907	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1629387462	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0911691003	0	56,90520044	NULL	0	0	61,54303231	58,82669741	62,197702	67,19939377	N	No	NULL													
XS1288852939	0	56,90520044	NULL	0	0	61,54303231	58,82669741	62,197702	67,19939377	N	No	NULL													
XS1310154536	0	56,90520044	NULL	0	0	61,54303231	58,82669741	62,197702	67,19939377	N	No	NULL													
XS1330434389	0	56,90520044	NULL	0	0	61,54303231	58,82669741	62,197702	67,19939377	N	No	NULL													
XS1401174633	0	56,90520044	NULL	0	0	61,54303231	58,82669741	62,197702	67,19939377	N	No	NULL													
XS1527192485	0	56,90520044	NULL	0	0	61,54303231	58,82669741	62,197702	67,19939377	N	No	NULL													
XS1611855237	0	56,90520044	NULL	0	0	61,54303231	58,82669741	62,197702	67,19939377	N	No	NULL													
XS1611167856	0	39,79966845	NULL	0	0	0	43,49009503	44,31510354	54,35356399	N	ISO 14000	94,444													
XS0875513268	0	39,79966845	NULL	0	0	0	43,49009503	44,31510354	54,35356399	N	ISO 14000	94,444													
XS1040041649	0	39,79966845	NULL	0	0	0	43,49009503	44,31510354	54,35356399	N	ISO 14000	94,444													
XS1488370740	31,50010188	29,49290738	77,92870548	78,21622329	73,13924268	72,1272638	70,32797831	72,64539975	72,64539975	N	ISO 14000	79													
XS1488418960	31,50010188	29,49290738	77,92870548	78,21622329	73,13924268	72,1272638	70,32797831	72,64539975	72,64539975	N	ISO 14000	79													
XS0471071133	248,2097346	208,2178598	69,23388191	73,20846175	77,3142676	77,57372789	77,15340951	81,86685557	81,86685557	N	Both	87													
XS0880764435	248,2097346	208,2178598	69,23388191	73,20846175	77,3142676	77,57372789	77,15340951	81,86685557	81,86685557	N	Both	87													
XS0976307040	248,2097346	208,2178598	69,23388191	73,20846175	77,3142676	77,57372789	77,15340951	81,86685557	81,86685557	N	Both	87													
XS1084043451	248,2097346	208,2178598	69,23388191	73,20846175	77,3142676	77,57372789	77,15340951	81,86685557	81,86685557	Y	Both	87													
XS1504194173	248,2097346	208,2178598	69,23388191	73,20846175	77,3142676	77,57372789	77,15340951	81,86685557	81,86685557	N	Both	87													
XS1420337633	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1420338102	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0825829590	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0271758301	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0494868630	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1527758145	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
XS1575444622	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
XS0879869187	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0940711947	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0990109240	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1057055060	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
XS1116408235	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1171541813	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1291004270	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1398476793	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
XS1433521884	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1490726590	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
XS1191115366	128,1257605	106,1682919	74,5072979	80,47056341	84,78950588	80,30065024	77,32513576	78,33852517	78,33852517	N	ISO 14000	100													
XS1191116174	128,1257605	106,1682919	74,5072979	80,47056341	84,78950588	80,30065024	77,32513576	78,33852517	78,33852517	N	ISO 14000	100													
BE0002448232	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
BE0002478536	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0172851650	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0399647675	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0412842857	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0878010718	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0982019126	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1595704872	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1314238459	0	884,9022443	NULL	0	0	0	59,60355773	0	70,85149359	N	ISO 14000	NULL													
XS1511781467	0	884,9022443	NULL	0	0	0	59,60355773	0	70,85149359	N	ISO 14000	NULL													
XS1551917245	0	273,2273354	NULL	0	49,13086219	40,21845435	47,96357334	54,65625339	54,65625339	N	ISO 14000	NULL													
XS1551917591	0	273,2273354	NULL	0	49,13086219	40,21845435	47,96357334	54,65625339	54,65625339	N	ISO 14000	NULL													
XS1578294081	0	273,2273354	NULL	0	49,13086219	40,21845435	47,96357334	54,65625339	54,65625339	N	ISO 14000	NULL													
DE000A1Z0TA4	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A1Z6C06	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A1ZSAF4	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A19HCW0	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A19HCX8	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A181034	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
AT0000A0X913	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0011236983	10,17594288	2,006132577	75,03916706	65,54635068	78,62279866	82,0218307	75,31569088	74,60518314	74,60518314	N	ISO 14000	1,219													
FR0011535764	10,17594288	2,006132577	75,03916706	65,54635068	78,62279866	82,0218307	75,31569088	74,60518314	74,60518314	N	ISO 14000	1,219													
FR0011584929	10,17594288	2,006132577	75,03916706	65,54635068	78,62279866	82,0218307	75,31569088	74,60518314	74,60518314	N	ISO 14000	1,219													
FR0012648244	10,17594288	2,006132577	75,03916706	65,54635068	78,62279866	82,0218307	75,31569088	74,60518314	74,60518314	N	ISO 14000	1,219													
FR0013165677	10,17594288	2,006132577	75,03916706	65,54635068	78,62279866	82,0218307	75,31569088	74,60518314	74,60518314	N	ISO 14000	1,219													
FR0013248721	10,17594288	2,006132577	75,03916706	65,54635068	78,62279866	82,0218307	75,31569088	74,60518314	74,60518314	N	ISO 14000	1,219													
XS1288849471	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0896119384	68,88095386	47,07251658	52,72261555	70,25819947	0	83,2833404	79,25089748	81,80988563	82,18445918	N	ISO 14000	100													
XS1531060025	0	16,46122261	NULL	0	0	0	54,52588282	62,70055257	66,45048843	N	ISO 14000	NULL													
XS0993228294	353,1734399	115,8391756	65,45727861	72,21103495	0	75,92212391	76,78319887	0	83,95242594	N	ISO 14000	NULL													
XS1041772986	353,1734399	115,8391756	65,45727861	72,21103495	0	75,92212391	76,78319887	0	83,95242594	N	ISO 14000	NULL													
XS1215181980	353,1734399	115,8391756	65,45727861	72,21103495	0	75,92212391	76,78319887	0	83,95242594	N	ISO 14000	NULL													
XS1293087703	353,1734399	115,8391756	65,45727861	72,21103495	0	75,92212391	76,78319887	0	83,95242594	N	ISO 14000	NULL													
XS1495373505	353,1734399	115,8391756	65,45727861	72,21103495	0	75,92212391	76,78319887	0	83,95242594	N	ISO 14000	NULL													
XS0811124790	1,596800307	44,83866026	54,08286587	66,41623947	63,09806517	65,8376792	69,22826903	68,33480642	65,81372278	N	ISO 14000	NULL													
XS1485532896	1,596800307	44,83866026	54,08286587	66,41623947	63,09806517	65,8376792	69,22826903	68,33480642	65,81372278	N	ISO 14000	NULL													
XS1485533431	1,596800307	44,83866026	54,08286587	66,41623947	63,09806517	65,8376792	69,22826903	68,33480642	65,81372278	N	ISO 14000	NULL													
FR0000476087	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0010586081	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1554456613	0	46,24960902	NULL	0	0	44,84333525	0	57,11694093	56,86330348	N	No	NULL													
FR0013073277	0	22,61612135	NULL	72,35861783	77,35265319	0	0	0	88,07090266	N	ISO 14000	91													
XS1586337872	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A1R07P5	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0828235225	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0632659933	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0718526790	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0790015548	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1069836077	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1397134609	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1518704900	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0997829519	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1030851791	37,97040938	40,01284485	55,10647696	56,22658315	64,18106098	76,14734955	70,2470817	67,23030244	67,23030244	N	ISO 14000	73,684													
FR0011033232	7,037786682	4,162251656	63,95650513	59,70801378	60,98097792	57,43224884	58,14782732	69,23340684	69,23340684	N	ISO 14000	60													
FR0011485051	7,037786682	4,162251656	63,95650513	59,70801378	60,98097792	57,43224884	58,14782732	69,23340684	69,23340684	N	ISO 14000	60													
FR0011625441	7,037786682	4,162251656	63,95650513	59,70801378	60,98097792	57,43224884	58,14782732	69,23340684	69,23340684	N	ISO 14000	60													
FR0012173706	7,037786682	4,162251656	63,95650513	59,70801378	60,98097792	57,43224884	58,14782732	69,23340684	69,23340684	N	ISO 14000	60													
FR0013257599	7,037786682	4,162251656	63,95650513	59,70801378	60,98097792	57,43224884	58,14782732	69,23340684	69,23340684	N	ISO 14000	60													
FR0013257607	7,037786682	4,162251656	63,95650513	59,70801378	60,98097792	57,43224884	58,14782732	69,23340684	69,23340684	N	ISO 14000	60													
FR0013257615	7,037786682	4,162251656	63,95650513	59,70801378	60,98097792	57,43224884	58,14782732	69,23340684	69,23340684	N	ISO 14000	60													
FR0013257623	7,037786682	4,162251656	63,95650513	59,70801378	60,98097792	57,43224884	58,14782732	69,23340684	69,23340684	N	ISO 14000	60													
XS1596739364	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1596740453	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
ES0224244071	0	1,898167154	NULL	64,85265975	64,93032643	73,97630503	68,21625328	77,46503922	74,69062206	N	ISO 14000	34,25													
XS0497186758	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1284570626	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1284576581	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1398336351	0	45,02640632	3,485177613	38,91582971	60,71959486	49,495985	70,7785608	63,93129716	63,93129716	N	ISO 14000	NULL													
XS1512827095	0	45,02640632	3,485177613	38,91582971	60,71959486	49,495985	70,7785608	63,93129716	63,93129716	N	ISO 14000	NULL													
XS1619643015	0	45,02640632	3,485177613	38,91582971	60,71959486	49,495985	70,7785608	63,93129716	63,93129716	N	ISO 14000	NULL													
XS0863116231	0	37,74820077	NULL	0	0	58,53696813	54,8634668	57,4080132	62,11792174	N	No	NULL													
XS1626574708	4,974581392	7,643286	76,41172582	0	69,33951039	64,96395022	67,22388545	71,93895985	70,3670007	N	ISO 14000	100													
XS0794392588	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1233732194	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1233734562	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0257884436	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0690606172	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0804217536	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1409382030	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1520713022	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0805500062	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0826531120	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0925668625	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0969795680	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1132789949	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1319652902	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1204254715	0	0,258461284	NULL	36,45941944	43,67279969	60,8854663	58,29947156	66,65011694	63,21960143	N	No	NULL													
XS1550988569	0	0,258461284	NULL	36,45941944	43,67279969	60,8854663	58,29947156	66,65011694	63,21960143	N	No	NULL													
XS1623355374	0	0,258461284	NULL	36,45941944	43,67279969	60,8854663	58,29947156	66,65011694	63,21960143	N	No	NULL													
XS1623355457	0	0,258461284	NULL	36,45941944	43,67279969	60,8854663	58,29947156	66,65011694	63,21960143	N	No	NULL													
XS1134729794	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1134758116	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1492825051	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1492825481	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1584884347	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1585010074	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0912992160	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1025752293	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0000471930	29,19909462	27,51244076	70,73339217	72,29231895	67,18825323	72,76222981	74,42938382	82,681987	82,681987	N	ISO 14000	60,8													
XS0365094811	29,19909462	27,51244076	70,73339217	72,29231895	67,18825323	72,76222981	74,42938382	82,681987	82,681987	N	ISO 14000	60,8													
XS1408317433	29,19909462	27,51244076	70,73339217	72,29231895	67,18825323	72,76222981	74,42938382	82,681987	82,681987	N	ISO 14000	60,8													
XS1418632748	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1615067615	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1489391109	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0011798115	31,55660913	31,95596609	62,78481391	56,59599054	71,28400926	68,91298167	73,59664095	69,30413357	70,37443259	N	ISO 14000	93,3													
FR0012173862	31,55660913	31,95596609	62,78481391	56,59599054	71,28400926	68,91298167	73,59664095	69,30413357	70,37443259	N	ISO 14000	93,3													
FR0012968931	31,55660913	31,95596609	62,78481391	56,59599054	71,28400926	68,91298167	73,59664095	69,30413357	70,37443259	N	ISO 14000	93,3													
FR0013172939	31,55660913	31,95596609	62,78481391	56,59599054	71,28400926	68,91298167	73,59664095	69,30413357	70,37443259	N	ISO 14000	93,3													
XS1028951777	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0944435121	0	4,226702364	NULL	0	0	0	54,24106636	0	68,62414179	N	ISO 14000	NULL													
NL0006133175	20,75574532	10,06205394	58,01135023	62,73416481	57,9039927	51,97218996	63,2159785	71,82351849	76,56203002	N	ISO 14000	100													
FR0012384634	9,008276596	5,189293877	68,02260895	80,65615922	82,64863688	84,18948661	84,21180084	81,37294007	81,37294007	N	ISO 14000	NULL													
FR0012384667	9,008276596	5,189293877	68,02260895	80,65615922	82,64863688	84,18948661	84,21180084	81,37294007	81,37294007	N	ISO 14000	NULL													
FR0013217346	9,008276596	5,189293877	68,02260895	80,65615922	82,64863688	84,18948661	84,21180084	81,37294007	81,37294007	N	ISO 14000	NULL													
XS0591586788	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0619706657	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0876289652	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0935803386	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1079698376	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1219462543	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1395060491	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1633929929	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1050547931	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1223842847	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0013183431	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1384281090	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1576837725	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1576838376	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0982774399	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1189286286	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1423826798	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0733696495	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0831370613	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0933604943	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0975256685	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1148073205	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1334225361	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1442286008	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1451452954	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
