ISIN	Date	Before2020
XS1443997223	2017-07-07	True
XS1443997819	2017-07-07	True
FR0010261396	2017-07-07	True
FR0010474239	2017-07-07	True
FR0011224963	2017-07-07	True
FR0012663169	2017-07-07	True
FR0013210408	2017-07-07	True
FR0013210416	2017-07-07	True
FR0013246725	2017-07-07	True
FR0013246733	2017-07-07	True
FR0013176302	2017-07-07	True
FR0013176310	2017-07-07	True
FR0013220399	2017-07-07	True
BE0002285543	2017-07-14	True
XS1301052202	2017-07-14	True
FR0013266343	2017-07-14	True
XS1645722262	2017-07-14	True
XS1646530565	2017-07-21	True
XS1024136282	2017-07-28	True
XS1652965085	2017-07-28	True
XS1650590349	2017-07-28	True
FR0010952770	2017-07-28	True
XS1654191623	2017-08-04	True
XS1654192191	2017-08-04	True
XS1654192274	2017-08-04	True
XS1654229373	2017-08-04	True
XS0763379343	2017-08-04	True
XS1652866002	2017-08-04	True
XS0604641034	2017-08-11	True
XS1616917800	2017-08-11	True
FR0012315133	2017-08-11	True
XS0868458653	2017-08-11	True
FR0012199008	2017-08-18	True
XS1114452060	2017-09-01	True
XS1412424662	2017-09-01	True
XS1673869977	2017-09-01	True
XS1672151492	2017-09-01	True
XS1671754650	2017-09-08	True
XS1671760384	2017-09-08	True
DE000A19NS93	2017-09-08	True
XS1678966935	2017-09-15	True
XS1681521081	2017-09-15	True
XS1682538183	2017-09-15	True
FR0013281888	2017-09-15	True
XS1139316555	2017-09-15	True
XS1683495052	2017-09-15	True
XS1683495136	2017-09-15	True
DE000A19NY87	2017-09-15	True
XS1685798370	2017-09-22	True
XS1684831982	2017-09-22	True
XS1684269332	2017-09-22	True
XS1685542497	2017-09-22	True
XS0161100515	2017-09-29	True
DE000A1HNW52	2017-09-29	True
XS1626600040	2017-09-29	True
XS1689523840	2017-09-29	True
FR0013282571	2017-09-29	True
FR0013283140	2017-09-29	True
FR0013284247	2017-09-29	True
FR0013284254	2017-09-29	True
FR0013284270	2017-09-29	True
XS1688199949	2017-09-29	True
XS1691781865	2017-10-06	True
XS1693818285	2017-10-06	True
XS1693818525	2017-10-06	True
XS1695276367	2017-10-13	True
FR0013286788	2017-10-13	True
FR0013286846	2017-10-13	True
XS1698218523	2017-10-13	True
XS1702729275	2017-10-20	True
FR0010870949	2017-10-20	True
XS0894202968	2017-10-20	True
XS1698714000	2017-10-20	True
XS1705553250	2017-10-27	True
XS1705553417	2017-10-27	True
DE000A1HG1K6	2017-10-27	True
XS1706921951	2017-10-27	True
XS1706922256	2017-10-27	True
XS1707074941	2017-11-03	True
XS1707075245	2017-11-03	True
XS1707075328	2017-11-03	True
FR0013264488	2017-11-03	True
FR0013292968	2017-11-03	True
FR0013293362	2017-11-03	True
XS1701884204	2017-11-03	True
XS1704789590	2017-11-03	True
XS1709374497	2017-11-03	True
XS1046851025	2017-11-10	True
XS1715306012	2017-11-10	True
XS1716616179	2017-11-10	True
XS1715353105	2017-11-10	True
DE000A2GSLY0	2017-11-17	True
DE000A19RXA1	2017-11-17	True
XS1718393439	2017-11-17	True
XS1700721464	2017-11-17	True
XS1709433509	2017-11-24	True
XS1721051495	2017-11-24	True
DE000A19SE11	2017-11-24	True
FR0013298387	2017-11-24	True
BE6256887967	2017-12-01	True
XS1724873275	2017-12-01	True
XS1726152108	2017-12-01	True
DE000A19S4T0	2017-12-08	True
DE000A19S4U8	2017-12-08	True
DE000A19S4V6	2017-12-08	True
ES0224261059	2017-12-08	True
XS1729879822	2017-12-08	True
FR0013298676	2017-12-08	True
FR0013298684	2017-12-08	True
XS0215093534	2017-12-08	True
XS0458887030	2017-12-08	True
XS0999654873	2017-12-08	True
XS1627782771	2017-12-08	True
XS1734533372	2017-12-15	True
FR0013300605	2017-12-15	True
FR0013302809	2017-12-15	True
XS1718281808	2017-12-15	True
XS1732400319	2017-12-22	True
DE000A19UNN9	2018-01-12	True
XS1747444245	2018-01-12	True
XS1747444831	2018-01-12	True
PTMTLDOM0005	2018-01-19	True
XS1753814737	2018-01-19	True
DE000A19UR61	2018-01-19	True
DE000A19UR79	2018-01-19	True
FR0013310224	2018-01-19	True
BE6301509012	2018-01-26	True
BE6301510028	2018-01-26	True
BE6301511034	2018-01-26	True
XS1756296965	2018-01-26	True
FR0013310455	2018-01-26	True
XS1750986744	2018-01-26	True
XS1732232340	2018-02-02	True
XS1761785077	2018-02-02	True
XS1755428502	2018-02-02	True
XS1761721262	2018-02-09	True
XS1062909624	2018-02-09	True
XS1759603761	2018-02-09	True
XS1764062326	2018-02-09	True
FR0012969012	2018-02-09	True
XS1769040111	2018-02-16	True
XS1769041192	2018-02-16	True
XS1769041606	2018-02-16	True
XS1769090728	2018-02-16	True
XS1769090991	2018-02-16	True
XS1769091296	2018-02-16	True
XS1752475720	2018-02-16	True
FR0013030038	2018-02-16	True
XS1781401085	2018-02-23	True
XS1775786574	2018-02-23	True
XS1767087866	2018-02-23	True
XS1772457633	2018-02-23	True
PTCFPAOM0002	2018-03-02	True
PTMTLCOM0006	2018-03-02	True
XS1019821732	2018-03-02	True
XS1772374770	2018-03-02	True
FR0013320249	2018-03-02	True
XS1785458172	2018-03-09	True
XS1785356251	2018-03-09	True
FR0013321080	2018-03-09	True
XS1218319702	2018-03-09	True
BE0002584622	2018-03-16	True
XS1788586375	2018-03-16	True
XS1787477543	2018-03-23	True
XS1787517199	2018-03-23	True
XS1793224632	2018-03-23	True
DE000A19X793	2018-03-23	True
DE000A19X8A4	2018-03-23	True
DE000A19X8B2	2018-03-23	True
DE000A19X8C0	2018-03-23	True
FR0013323870	2018-03-23	True
FR0013324316	2018-03-23	True
FR0013324324	2018-03-23	True
FR0013324332	2018-03-23	True
FR0013324340	2018-03-23	True
FR0013324357	2018-03-23	True
FR0013324373	2018-03-23	True
XS1793349926	2018-03-23	True
XS1789751531	2018-03-30	True
XS1789752182	2018-03-30	True
XS1789759195	2018-03-30	True
DE000A2LQJ75	2018-03-30	True
FI4000312095	2018-03-30	True
FR0013321536	2018-04-06	True
DE000A19Y1P6	2018-04-13	True
XS1808482746	2018-04-20	True
XS1799545329	2018-04-20	True
XS1810653540	2018-04-27	True
XS1815116568	2018-05-04	True
XS1815116998	2018-05-04	True
XS1815135352	2018-05-04	True
FR0012283653	2018-05-04	True
DE000A190ND6	2018-05-11	True
DE000A190NE4	2018-05-11	True
XS1816329418	2018-05-11	True
PTNOSFOM0000	2018-05-18	True
XS1782806357	2018-05-18	True
XS1713464102	2018-05-18	True
FR0013332970	2018-05-18	True
FR0013332988	2018-05-18	True
FR0013332996	2018-05-18	True
FR0013333002	2018-05-18	True
XS1823246712	2018-05-25	True
XS1823246803	2018-05-25	True
XS1823518730	2018-05-25	True
XS1829217345	2018-06-01	True
XS1829217428	2018-06-01	True
FR0013336435	2018-06-01	True
XS1789623029	2018-06-08	True
XS1823165631	2018-06-08	True
XS1828037587	2018-06-08	True
XS1828037827	2018-06-15	True
XS1837288494	2018-06-15	True
FI4000282629	2018-06-15	True
FR0013342128	2018-06-15	True
FR0011289230	2018-06-22	True
FR0013342334	2018-06-22	True
FR0013344215	2018-06-22	True
DE000A1919G4	2018-06-29	True
DE000A1919H2	2018-06-29	True
XS1846632104	2018-06-29	True
XS1828032513	2018-06-29	True
XS1828033834	2018-06-29	True
XS1840614736	2018-06-29	True
XS1840614900	2018-06-29	True
XS1840618059	2018-06-29	True
XS1840618216	2018-06-29	True
XS1847692636	2018-06-29	True
FR0013344686	2018-06-29	True
FR0013346137	2018-06-29	True
XS1844215696	2018-06-29	True
XS1846631049	2018-06-29	True
PTMTLBOM0007	2018-07-06	True
DE000A192ZH7	2018-07-06	True
FR0013346814	2018-07-06	True
XS1854532949	2018-07-13	True
XS1855440019	2018-07-13	True
FR0010394437	2018-07-13	True
FR0012969020	2018-07-13	True
XS1858912915	2018-07-27	True
FI4000223532	2018-08-03	True
XS1863994981	2018-08-10	True
DE000A194DC1	2018-08-10	True
DE000A194DD9	2018-08-10	True
DE000A194DE7	2018-08-10	True
XS0500397905	2018-08-10	True
XS1873143561	2018-08-31	True
XS1873143645	2018-08-31	True
XS1822791619	2018-09-07	True
XS1873208950	2018-09-07	True
XS1873209172	2018-09-07	True
XS1876069185	2018-09-07	True
XS1874127811	2018-09-07	True
XS1874127902	2018-09-07	True
XS1874128033	2018-09-07	True
FR0013357845	2018-09-07	True
FR0013357852	2018-09-07	True
FR0013357860	2018-09-07	True
XS1874122267	2018-09-07	True
XS1874122770	2018-09-07	True
XS1877846110	2018-09-14	True
FR0013359197	2018-09-14	True
FR0013359239	2018-09-14	True
XS1877937851	2018-09-14	True
BE0002596741	2018-09-21	True
XS1823623878	2018-09-21	True
XS1877595014	2018-09-21	True
XS1877595444	2018-09-21	True
XS1878190757	2018-09-21	True
XS1878191052	2018-09-21	True
XS1878191219	2018-09-21	True
XS1577731604	2018-09-21	True
XS1624344542	2018-09-21	True
FR0013359254	2018-09-21	True
XS1881574591	2018-09-21	True
XS1881593971	2018-09-21	True
XS1881004730	2018-09-21	True
XS1878266326	2018-09-28	True
XS1882681452	2018-09-28	True
XS1888229249	2018-09-28	True
XS1888184121	2018-09-28	True
FR0013365285	2018-09-28	True
FR0013365293	2018-09-28	True
FR0013367422	2018-09-28	True
XS1881533563	2018-09-28	True
XS1828032786	2018-10-05	True
XS1794354628	2018-10-05	True
FR0013369493	2018-10-05	True
XS1843459600	2018-10-12	True
XS1893621026	2018-10-12	True
XS1843459436	2018-10-12	True
XS1891195775	2018-10-12	True
XS1885608817	2018-10-19	True
FR0013368545	2018-10-19	True
XS1892117919	2018-10-26	True
XS1401125346	2018-10-26	True
XS1853999313	2018-11-09	True
FR0013378445	2018-11-09	True
FR0013378452	2018-11-09	True
FR0013378460	2018-11-09	True
XS1898256257	2018-11-09	True
XS1900101046	2018-11-16	True
XS1910245593	2018-11-16	True
XS1910245676	2018-11-16	True
XS1910947941	2018-11-16	True
XS1910948162	2018-11-16	True
XS1910948329	2018-11-16	True
XS1910948675	2018-11-16	True
XS1903442744	2018-11-16	True
XS1917358621	2018-12-07	True
FR0013383213	2018-12-07	True
FR0013385473	2018-12-07	True
FR0013385655	2018-12-07	True
AT0000A24UY3	2018-12-14	True
FR0010922534	2018-12-21	True
BE0002629104	2019-02-01	True
XS1936139770	2019-02-01	True
FR0013396876	2019-02-08	True
XS1946004451	2019-02-15	True
XS1958214964	2019-03-22	True
XS1953833750	2019-03-22	True
BE6312821612	2019-04-05	True
BE6312822628	2019-04-05	True
FR0013409851	2019-04-05	True
XS1936208419	2019-04-12	True
XS1955187692	2019-04-12	True
FR0013409836	2019-04-19	True
XS1979288328	2019-04-26	True
XS1936208252	2019-04-26	True
XS1960685383	2019-04-26	True
XS1937665955	2019-04-26	True
XS0809847667	2019-05-03	True
XS1980270810	2019-05-03	True
DE000A2YB699	2019-05-10	True
XS1957442541	2019-05-10	True
DE000A2YB7A7	2019-05-17	True
XS1995781546	2019-06-07	True
XS2001175657	2019-06-07	True
XS1967636199	2019-06-07	True
XS1995662027	2019-06-14	True
XS1967635977	2019-06-14	True
XS1996268253	2019-06-14	True
DE000A2YB7B5	2019-06-21	True
XS1996435688	2019-06-21	True
XS2002491780	2019-07-05	True
XS2009943379	2019-07-05	True
XS2014382845	2019-07-12	True
XS2019976070	2019-07-12	True
XS2018636600	2019-07-19	True
DE000A2RYD91	2019-07-19	True
XS2025466413	2019-07-19	True
DE000A2RYD83	2019-08-02	True
XS1955187775	2019-08-02	True
XS2032727310	2019-08-02	True
XS2025480596	2019-08-09	True
XS2035620710	2019-08-09	True
XS1961772560	2019-08-16	True
XS2001278899	2019-08-16	True
XS2033351995	2019-08-16	True
XS1967635621	2019-08-23	True
XS1577727164	2019-08-23	True
BE6315847804	2019-09-20	True
XS2047479469	2019-09-20	True
DE000A2RWAX4	2019-09-27	True
DE000A2TR083	2019-09-27	True
XS2024715794	2019-09-27	True
XS1956027947	2019-09-27	True
XS2004381245	2019-09-27	True
XS2010044209	2019-10-04	True
XS2010045198	2019-10-04	True
XS2010045271	2019-10-04	True
XS2047619064	2019-10-04	True
XS1969600748	2019-10-11	True
XS2002491863	2019-10-11	True
XS2022084367	2019-10-11	True
XS2049726990	2019-10-11	True
XS1901055472	2019-10-18	True
FR0013428513	2019-10-18	True
XS2020608548	2019-10-18	True
XS2023872174	2019-10-25	True
XS2023873149	2019-10-25	True
XS2060691040	2019-10-25	True
XS2055728054	2019-10-25	True
FR0013452620	2019-10-25	True
XS2004381674	2019-10-25	True
XS2052310054	2019-11-01	True
DE000A2YNZW8	2019-11-01	True
XS1955187858	2019-11-01	True
XS1956028168	2019-11-01	True
XS2009861480	2019-11-01	True
FR0013405347	2019-11-01	True
FR0013428067	2019-11-01	True
FR0013444775	2019-11-01	True
XS2052313827	2019-11-08	True
XS2056374353	2019-11-08	True
XS2056572154	2019-11-08	True
XS2057069093	2019-11-08	True
XS2057069762	2019-11-08	True
XS2057070182	2019-11-08	True
XS2078734626	2019-11-08	True
XS2078735276	2019-11-08	True
XS2078735433	2019-11-08	True
DE000A2R9ZT1	2019-11-08	True
DE000A2R9ZU9	2019-11-08	True
DE000A2YPFU9	2019-11-08	True
XS0438844093	2019-11-08	True
XS1948611840	2019-11-08	True
XS2049616548	2019-11-08	True
XS2055727916	2019-11-08	True
XS2020583618	2019-11-08	True
XS1956037664	2019-11-08	True
XS1996269061	2019-11-08	True
XS2042667944	2019-11-08	True
FR0013404571	2019-11-08	True
FR0013405040	2019-11-08	True
FR0013431715	2019-11-08	True
FR0013444536	2019-11-08	True
FR0013444544	2019-11-08	True
FR0013444551	2019-11-08	True
FR0013455813	2019-11-08	True
FR0013455821	2019-11-08	True
XS2026171079	2019-11-08	True
XS2051660335	2019-11-08	True
XS2051660509	2019-11-08	True
XS2065601937	2019-11-08	True
FR0013428489	2019-11-15	True
FR0013456621	2019-11-15	True
XS2026150313	2019-11-15	True
XS2082323630	2019-11-22	True
XS2082324018	2019-11-22	True
XS2082345955	2019-11-22	True
XS2010039381	2019-11-22	True
XS2010447238	2019-11-22	True
XS2079678400	2019-11-29	True
DE000A254P51	2019-11-29	True
DE000A254P69	2019-11-29	True
XS2010039894	2019-11-29	True
XS2010039977	2019-11-29	True
XS2010040124	2019-11-29	True
XS2049616464	2019-11-29	True
XS2049616621	2019-11-29	True
XS2083146964	2019-11-29	True
XS2083147343	2019-11-29	True
XS2084488209	2019-11-29	True
XS2084497705	2019-11-29	True
XS2084510069	2019-11-29	True
XS2055651918	2019-11-29	True
XS2083976139	2019-11-29	True
FR0013462728	2019-11-29	True
XS2049090595	2019-12-06	True
FR0013409844	2019-12-06	True
FR0013444502	2019-12-06	True
DE000A2SBDE0	2019-12-20	True
DE000A2SBDF7	2019-12-20	True
XS2093242373	2019-12-20	True
XS1981060624	2019-12-20	True
XS2090807293	2019-12-20	True
DE000A2YNZX6	2020-01-10	True
XS2088659789	2020-01-10	True
FR0011842913	2020-01-10	True
FR0011842939	2020-01-10	True
FR0013463643	2020-01-10	True
FR0013463650	2020-01-10	True
FR0013463668	2020-01-10	True
FR0013463676	2020-01-10	True
FR0013465424	2020-01-10	True
XS1730873731	2020-01-17	False
XS1995795504	2020-01-17	False
XS2100663223	2020-01-17	False
XS2100663579	2020-01-17	False
XS2100664114	2020-01-17	False
DE000A28RSQ8	2020-01-17	False
DE000A28RSR6	2020-01-17	False
XS2101357072	2020-01-17	False
XS2102355588	2020-01-17	False
XS2102357014	2020-01-17	False
XS2102357105	2020-01-17	False
XS2102916793	2020-01-17	False
XS2102932055	2020-01-17	False
FR0013476595	2020-01-17	False
XS1936308391	2020-01-24	False
XS2049146215	2020-01-24	False
XS2102380776	2020-01-24	False
XS2102934697	2020-01-24	False
XS2103013210	2020-01-24	False
XS2013626010	2020-01-24	False
XS2046736752	2020-01-24	False
FR0013015559	2020-01-24	False
FR0013405032	2020-01-24	False
FR0013424868	2020-01-24	False
DE000A2R7JD3	2020-01-31	False
DE000A2R7JE1	2020-01-31	False
DE000A2RWAY2	2020-01-31	False
DE000A2TSDD4	2020-01-31	False
XS2023644540	2020-01-31	False
XS2056430874	2020-01-31	False
XS2020581752	2020-01-31	False
FR0013419736	2020-01-31	False
FR0013433679	2020-01-31	False
XS2112289207	2020-02-07	False
XS2113911387	2020-02-07	False
FR0012516417	2020-02-07	False
FR0013444676	2020-02-07	False
XS2114807691	2020-02-14	False
FR0013444692	2020-02-14	False
FR0013482809	2020-02-14	False
FR0013482817	2020-02-14	False
FR0013482825	2020-02-14	False
FR0013482833	2020-02-14	False
FR0013482841	2020-02-14	False
XS2107315470	2020-02-14	False
XS2113700921	2020-02-14	False
XS2115092954	2020-02-21	False
XS2118273601	2020-02-21	False
XS2118276026	2020-02-21	False
XS2118276539	2020-02-21	False
XS2118280218	2020-02-21	False
FR0013424876	2020-02-21	False
XS2010032378	2020-02-28	False
FR0013430741	2020-03-06	False
XS2010032535	2020-03-13	False
XS2010032709	2020-03-13	False
XS2010331101	2020-03-13	False
XS2126056204	2020-03-13	False
XS2126161681	2020-03-13	False
XS2126161764	2020-03-13	False
XS2126162069	2020-03-13	False
XS0162513211	2020-03-13	False
XS1948612905	2020-03-13	False
XS2049616894	2020-03-13	False
XS2020580945	2020-03-13	False
FR0013424850	2020-03-13	False
FR0013494168	2020-03-13	False
FR0013422623	2020-03-20	False
FR0013456431	2020-03-20	False
XS1962571011	2020-03-20	False
XS2147133495	2020-03-27	False
XS2147133578	2020-03-27	False
DE000A2R8NC5	2020-03-27	False
DE000A2R8ND3	2020-03-27	False
DE000A2YNZV0	2020-03-27	False
XS2051667181	2020-03-27	False
FR0013453040	2020-03-27	False
XS2065946837	2020-03-27	False
BE6320934266	2020-04-03	False
BE6320935271	2020-04-03	False
BE6320936287	2020-04-03	False
XS2147977479	2020-04-03	False
XS2147977636	2020-04-03	False
XS2148372696	2020-04-03	False
XS2148390755	2020-04-03	False
XS2149368529	2020-04-03	False
XS2149379211	2020-04-03	False
XS2150006133	2020-04-03	False
XS2150006307	2020-04-03	False
XS2150006562	2020-04-03	False
XS2150015555	2020-04-03	False
XS2023644201	2020-04-03	False
XS2024716099	2020-04-03	False
XS2149280948	2020-04-03	False
XS2117485677	2020-04-03	False
XS2151059206	2020-04-03	False
FR0013505104	2020-04-03	False
FR0013505112	2020-04-03	False
FR0013505260	2020-04-03	False
FR0013505559	2020-04-03	False
FR0013505567	2020-04-03	False
XS2150053721	2020-04-03	False
XS2150054372	2020-04-03	False
XS2153593103	2020-04-10	False
XS2153597518	2020-04-10	False
XS2154325562	2020-04-10	False
XS2154336338	2020-04-10	False
XS2154418144	2020-04-10	False
XS2154418730	2020-04-10	False
XS2154419118	2020-04-10	False
XS2156244043	2020-04-10	False
DE000A289RN6	2020-04-10	False
DE000A28VQC4	2020-04-10	False
DE000A28VQD2	2020-04-10	False
DE000A2RWZZ6	2020-04-10	False
XS2152329053	2020-04-10	False
XS2049419398	2020-04-10	False
XS2099128055	2020-04-10	False
XS2153410977	2020-04-10	False
FR0012199156	2020-04-10	False
FR0013504677	2020-04-10	False
FR0013506292	2020-04-10	False
FR0013506300	2020-04-10	False
FR0013506508	2020-04-10	False
FR0013506524	2020-04-10	False
FR0013506532	2020-04-10	False
FR0013506813	2020-04-10	False
FR0013506821	2020-04-10	False
FR0013506862	2020-04-10	False
FR0013507449	2020-04-10	False
FR0013507456	2020-04-10	False
XS2153406868	2020-04-10	False
XS2153409029	2020-04-10	False
DE000A28V301	2020-04-17	False
DE000A28V319	2020-04-17	False
PTEDPNOM0015	2020-04-17	False
XS2152795709	2020-04-17	False
XS2152796426	2020-04-17	False
XS2153459123	2020-04-17	False
XS2156598281	2020-04-17	False
XS2153405118	2020-04-17	False
XS2154441120	2020-04-17	False
XS2156506854	2020-04-17	False
XS2156581394	2020-04-17	False
XS2156583259	2020-04-17	False
FR0013394681	2020-04-17	False
FR0013505542	2020-04-17	False
FR0013507654	2020-04-17	False
FR0013507704	2020-04-17	False
BE6321076711	2020-04-24	False
XS2126169742	2020-04-24	False
XS2126170161	2020-04-24	False
XS2152796269	2020-04-24	False
XS0553728709	2020-04-24	False
XS2010445026	2020-04-24	False
XS2117462627	2020-04-24	False
FR0013504693	2020-04-24	False
FR0013507647	2020-04-24	False
DE000A289NE4	2020-05-01	False
DE000A289NF1	2020-05-01	False
DE000A2LQRS3	2020-05-01	False
XS2023643146	2020-05-01	False
XS2152932542	2020-05-01	False
FR0013510179	2020-05-01	False
FR0013511151	2020-05-01	False
FR0013511169	2020-05-01	False
BE6321529396	2020-05-08	False
XS2018637327	2020-05-08	False
XS2166219720	2020-05-08	False
XS2166754957	2020-05-08	False
XS2166755509	2020-05-08	False
XS2168629967	2020-05-08	False
XS2168630205	2020-05-08	False
XS2169281487	2020-05-08	False
XS2156607702	2020-05-08	False
XS2168307333	2020-05-08	False
XS2055652056	2020-05-08	False
XS2168478068	2020-05-08	False
XS2169281131	2020-05-08	False
FR0013504644	2020-05-08	False
FR0013510823	2020-05-08	False
XS2128498636	2020-05-15	False
XS2128499105	2020-05-15	False
XS2169243479	2020-05-15	False
XS2170362326	2020-05-15	False
XS2170362672	2020-05-15	False
XS2170362912	2020-05-15	False
XS2170384130	2020-05-15	False
XS2170386853	2020-05-15	False
XS2171875839	2020-05-15	False
XS2176558620	2020-05-15	False
ES0205032032	2020-05-15	False
XS2089229806	2020-05-15	False
XS2171759256	2020-05-15	False
XS2171872570	2020-05-15	False
FR0013512233	2020-05-15	False
FR0013512381	2020-05-15	False
FR0013512407	2020-05-15	False
BE6321718346	2020-05-22	False
XS2177013252	2020-05-22	False
XS2177013765	2020-05-22	False
DE000A289XG8	2020-05-22	False
DE000A289XH6	2020-05-22	False
DE000A289XJ2	2020-05-22	False
XS2156768546	2020-05-22	False
XS2176534795	2020-05-22	False
XS2177021271	2020-05-22	False
XS2177021602	2020-05-22	False
XS2177122541	2020-05-22	False
XS2177122624	2020-05-22	False
XS2177122897	2020-05-22	False
XS2177441990	2020-05-22	False
XS2177442295	2020-05-22	False
XS2177552390	2020-05-22	False
XS2177555062	2020-05-22	False
FR0013396520	2020-05-22	False
FR0013512621	2020-05-22	False
FR0013513538	2020-05-22	False
XS2176562812	2020-05-22	False
XS2176569312	2020-05-22	False
XS2176605306	2020-05-22	False
XS2170736180	2020-05-29	False
XS2170736263	2020-05-29	False
XS2175967343	2020-05-29	False
XS2178457425	2020-05-29	False
XS2178585423	2020-05-29	False
XS2178586157	2020-05-29	False
XS2178769076	2020-05-29	False
XS2178769159	2020-05-29	False
XS2178957077	2020-05-29	False
XS2177349912	2020-05-29	False
XS2179959817	2020-05-29	False
XS2176783319	2020-05-29	False
XS2176785447	2020-05-29	False
XS2182049291	2020-06-05	False
XS2182054887	2020-06-05	False
XS2182055181	2020-06-05	False
XS1265778933	2020-06-05	False
FR0013444684	2020-06-05	False
FR0013512449	2020-06-05	False
FR0013516051	2020-06-05	False
FR0013516069	2020-06-05	False
FR0013516077	2020-06-05	False
XS2168799539	2020-06-12	False
XS2177443343	2020-06-12	False
XS2185867830	2020-06-12	False
XS2185867913	2020-06-12	False
XS2185868051	2020-06-12	False
XS2188805688	2020-06-12	False
XS2188805845	2020-06-12	False
FR0013517711	2020-06-12	False
XS2187525949	2020-06-19	False
XS2189592889	2020-06-19	False
XS2189594315	2020-06-19	False
XS2189592616	2020-06-19	False
FR0013517059	2020-06-19	False
FR0013517190	2020-06-19	False
FR0013518297	2020-06-19	False
FR0013518537	2020-06-19	False
XS2191362859	2020-06-26	False
XS2193968992	2020-06-26	False
XS2193969370	2020-06-26	False
XS2193978363	2020-06-26	False
XS2193979254	2020-06-26	False
XS2193982803	2020-06-26	False
XS2193983108	2020-06-26	False
XS2191013171	2020-06-26	False
XS2193657561	2020-06-26	False
XS2194192527	2020-06-26	False
XS2194282948	2020-06-26	False
XS2194283672	2020-06-26	False
XS2194283839	2020-06-26	False
XS2193654386	2020-06-26	False
XS2193658619	2020-06-26	False
FR0013519279	2020-06-26	False
XS2190256706	2020-06-26	False
XS2190255211	2020-07-03	False
XS2190979489	2020-07-03	False
XS2196308758	2020-07-03	False
XS2198580271	2020-07-03	False
XS2197673747	2020-07-03	False
XS2195092601	2020-07-03	False
FR0013521267	2020-07-03	False
FR0013521549	2020-07-03	False
FR0013521564	2020-07-03	False
XS2192431380	2020-07-03	False
XS2178832379	2020-07-10	False
XS2178833773	2020-07-10	False
XS2199343513	2020-07-10	False
XS2199351375	2020-07-10	False
XS2199265617	2020-07-10	False
XS2199266003	2020-07-10	False
XS2199266268	2020-07-10	False
XS2199266698	2020-07-10	False
XS2199604096	2020-07-10	False
FR0013522091	2020-07-10	False
XS2197356186	2020-07-10	False
XS2200215213	2020-07-10	False
XS2053052895	2020-07-17	False
XS2193733503	2020-07-17	False
XS2203802462	2020-07-17	False
DE000A28ZQP7	2020-07-17	False
DE000A28ZQQ5	2020-07-17	False
XS2197675288	2020-07-17	False
XS2201946634	2020-07-17	False
XS2202744384	2020-07-17	False
FR0013524865	2020-07-24	False
XS2209023402	2020-07-31	False
BE6286963051	2020-08-07	False
XS2171713006	2020-08-07	False
FR0013384872	2020-08-14	False
DE000A2YNZY4	2020-08-21	False
XS1651444140	2020-08-28	False
XS2225207468	2020-09-04	False
FR0012602779	2020-09-04	False
XS2227050023	2020-09-11	False
XS2227050379	2020-09-11	False
DE000A289QR9	2020-09-11	False
XS2224621347	2020-09-11	False
XS2224621420	2020-09-11	False
XS2228892860	2020-09-11	False
XS2229434852	2020-09-11	False
XS1174211471	2020-09-18	False
XS2228897158	2020-09-18	False
XS2229470146	2020-09-18	False
XS2231165668	2020-09-18	False
XS2228260043	2020-09-18	False
XS2230266301	2020-09-18	False
FR0013534484	2020-09-18	False
XS2231183646	2020-09-18	False
XS2232115001	2020-09-25	False
XS2232115423	2020-09-25	False
XS2235986929	2020-09-25	False
XS2235987224	2020-09-25	False
XS2237302646	2020-09-25	False
XS2232027727	2020-09-25	False
XS2234567233	2020-09-25	False
XS2234567662	2020-09-25	False
XS2236363573	2020-09-25	False
XS2233121792	2020-09-25	False
XS2240063730	2020-10-02	False
XS2237434472	2020-10-02	False
XS2237447961	2020-10-02	False
XS2237901355	2020-10-02	False
XS2241825111	2020-10-09	False
XS2240505268	2020-10-09	False
XS2241090088	2020-10-09	False
FR0011912575	2020-10-09	False
XS0513509959	2020-10-16	False
DE000A289Q91	2020-10-16	False
DE000A2TSDE2	2020-10-16	False
DE000A3H2TA0	2020-10-16	False
XS1955187932	2020-10-16	False
ES0239140017	2020-10-16	False
XS2239813301	2020-10-16	False
XS2243564478	2020-10-16	False
FR00140005C6	2020-10-16	False
XS2247549731	2020-10-23	False
XS2244936659	2020-10-23	False
XS2248827771	2020-10-30	False
FR0013396512	2020-10-30	False
XS1962554785	2020-10-30	False
XS2251626896	2020-11-06	False
FR0014000C08	2020-11-06	False
FR0014000D31	2020-11-06	False
FR0014000D49	2020-11-06	False
FR0014000D56	2020-11-06	False
XS2250376477	2020-11-06	False
XS2238342484	2020-11-13	False
XS2251233651	2020-11-13	False
ES0205032040	2020-11-13	False
XS2244415175	2020-11-20	False
XS2257961818	2020-11-20	False
FR0014000KT3	2020-11-20	False
BE0002280494	2020-11-27	False
BE0002595735	2020-11-27	False
XS2264692737	2020-11-27	False
FR0014000S75	2020-11-27	False
BE0002755362	2020-12-04	False
ES0305523005	2020-12-04	False
XS2262065159	2020-12-04	False
XS2262065233	2020-12-04	False
XS2263684180	2020-12-04	False
XS2263684776	2020-12-04	False
XS2263684933	2020-12-04	False
XS2264194205	2020-12-04	False
XS2264980363	2020-12-04	False
XS2270147924	2020-12-04	False
XS2242728041	2020-12-04	False
XS2265360359	2020-12-04	False
FR0014000UC8	2020-12-04	False
FR0014000UD6	2020-12-04	False
